heart_rate,timestamp,sleep_stage
51,23:00:00,Light
54,23:02:00,Light
55,23:04:00,Light
54,23:06:00,Light
53,23:08:00,Deep
54,23:10:00,Deep
54,23:12:00,Deep
55,23:14:00,Deep
54,23:16:00,Deep
55,23:18:00,Deep
55,23:20:00,Deep
55,23:22:00,Deep
54,23:24:00,Deep
54,23:26:00,Deep
54,23:28:00,Deep
55,23:30:00,Deep
55,23:32:00,Deep
55,23:34:00,Deep
54,23:36:00,Deep
54,23:38:00,Deep
54,23:40:00,Deep
61,23:42:00,Deep
69,23:44:00,Deep
70,23:46:00,Light
55,23:48:00,Light
49,23:50:00,Light
53,23:52:00,Light
61,23:54:00,Light
62,23:56:00,Light
58,23:58:00,Light
51,00:00:00,Light
51,00:02:00,Light
53,00:04:00,Light
53,00:06:00,Light
53,00:08:00,Light
54,00:10:00,Light
52,00:12:00,Light
53,00:14:00,Light
53,00:16:00,Light
52,00:18:00,Light
53,00:20:00,Light
52,00:22:00,Light
52,00:24:00,Light
53,00:26:00,Light
53,00:28:00,Light
53,00:30:00,Light
52,00:32:00,Light
53,00:34:00,Light
52,00:36:00,Light
52,00:38:00,Light
51,00:40:00,Light
63,00:42:00,Light
60,00:44:00,Awake
53,00:46:00,Awake
47,00:48:00,Awake
49,00:50:00,Awake
66,00:52:00,Awake
55,00:54:00,Light
47,00:56:00,Light
48,00:58:00,Light
49,01:00:00,Light
47,01:02:00,Light
48,01:04:00,Deep
49,01:06:00,Deep
48,01:08:00,Deep
48,01:10:00,Deep
49,01:12:00,Deep
49,01:14:00,Deep
48,01:16:00,Deep
49,01:18:00,Deep
50,01:20:00,Deep
59,01:22:00,Light
47,01:24:00,Light
46,01:26:00,Light
46,01:28:00,Light
47,01:30:00,Light
47,01:32:00,Light
46,01:34:00,Light
47,01:36:00,Light
48,01:38:00,Light
48,01:40:00,Light
48,01:42:00,Light
47,01:44:00,Deep
47,01:46:00,Deep
47,01:48:00,Deep
55,01:50:00,Light
48,01:52:00,Light
46,01:54:00,Light
46,01:56:00,Light
45,01:58:00,Light
46,02:00:00,Light
47,02:02:00,Light
51,02:04:00,Light
46,02:06:00,Light
53,02:08:00,Awake
52,02:10:00,Light
49,02:12:00,Light
62,02:14:00,Awake
45,02:16:00,REM
45,02:18:00,REM
46,02:20:00,REM
46,02:22:00,REM
45,02:24:00,Light
45,02:26:00,Light
44,02:28:00,Light
46,02:30:00,Light
44,02:32:00,Light
44,02:34:00,Light
43,02:36:00,Light
46,02:38:00,Light
46,02:40:00,Light
45,02:42:00,Light
47,02:44:00,Light
45,02:46:00,Light
46,02:48:00,Light
49,02:50:00,Light
46,02:52:00,Light
47,02:54:00,Light
46,02:56:00,Light
47,02:58:00,Light
46,03:00:00,Light
46,03:02:00,Light
46,03:04:00,Deep
47,03:06:00,Deep
47,03:08:00,Deep
46,03:10:00,Deep
47,03:12:00,Deep
47,03:14:00,Deep
48,03:16:00,Deep
47,03:18:00,Deep
47,03:20:00,Deep
49,03:22:00,Deep
60,03:24:00,Light
47,03:26:00,Light
47,03:28:00,Light
48,03:30:00,Light
46,03:32:00,Light
47,03:34:00,Light
47,03:36:00,Light
45,03:38:00,Light
47,03:40:00,Light
45,03:42:00,Light
49,03:44:00,Light
47,03:46:00,Light
43,03:48:00,Light
43,03:50:00,Light
43,03:52:00,Light
45,03:54:00,Light
45,03:56:00,Light
43,03:58:00,Light
43,04:00:00,Light
44,04:02:00,REM
45,04:04:00,REM
44,04:06:00,REM
49,04:08:00,REM
43,04:10:00,REM
47,04:12:00,REM
44,04:14:00,REM
47,04:16:00,REM
45,04:18:00,REM
43,04:20:00,REM
47,04:22:00,Awake
44,04:24:00,Awake
42,04:26:00,Awake
43,04:28:00,Awake
50,04:30:00,Light
46,04:32:00,Light
46,04:34:00,Light
44,04:36:00,Light
45,04:38:00,Light
43,04:40:00,Light
44,04:42:00,Light
44,04:44:00,REM
43,04:46:00,REM
44,04:48:00,REM
46,04:50:00,REM
48,04:52:00,REM
44,04:54:00,REM
47,04:56:00,REM
47,04:58:00,Light
45,05:00:00,Light
44,05:02:00,Light
45,05:04:00,Light
47,05:06:00,Light
46,05:08:00,Light
47,05:10:00,REM
47,05:12:00,REM
46,05:14:00,REM
49,05:16:00,REM
45,05:18:00,Light
45,05:20:00,Light
46,05:22:00,Light
45,05:24:00,Light
46,05:26:00,Light
46,05:28:00,Light
45,05:30:00,Light
47,05:32:00,Light
47,05:34:00,Light
47,05:36:00,Light
47,05:38:00,Light
47,05:40:00,Light
55,05:42:00,Light
47,05:44:00,Light
51,05:46:00,Light
50,05:48:00,Light
53,05:50:00,Awake
55,05:52:00,Light
48,05:54:00,Light
46,05:56:00,Light
45,05:58:00,REM
44,06:00:00,REM
48,06:02:00,REM
45,06:04:00,REM
47,06:06:00,REM
47,06:08:00,REM
48,06:10:00,REM
48,06:12:00,REM
45,06:14:00,REM
47,06:16:00,REM
55,06:18:00,REM
46,06:20:00,REM
53,06:22:00,Light
45,06:24:00,Light
45,06:26:00,Light
45,06:28:00,REM
52,06:30:00,REM
47,06:32:00,REM
47,06:34:00,REM
46,06:36:00,
